 1.9998e+01	 1.0664e+00	 9.3774e-01	 3.8664e-01	 3.6257e-03	 1	 dhiq_300K.sdf
 1.3406e+01	 1.0646e+00	 9.3935e-01	 4.7668e-01	 4.4777e-03	 2	 dhiq_300K.sdf
 8.9850e+00	 1.0975e+00	 9.1117e-01	 1.0720e+00	 9.7675e-03	 3	 dhiq_300K.sdf
 8.9850e+00	 1.0604e+00	 9.4305e-01	 1.2745e+00	 1.2019e-02	 4	 dhiq_300K.sdf
 6.0219e+00	 1.0856e+00	 9.2119e-01	 8.2430e-01	 7.5933e-03	 5	 dhiq_300K.sdf
 4.0370e+00	 1.0442e+00	 9.5769e-01	 7.0059e-01	 6.7095e-03	 6	 dhiq_300K.sdf
 2.7060e+00	 1.0667e+00	 9.3751e-01	 8.9544e-01	 8.3949e-03	 7	 dhiq_300K.sdf
 1.8142e+00	 1.0380e+00	 9.6342e-01	 7.5981e-01	 7.3202e-03	 8	 dhiq_300K.sdf
 1.2149e+00	 1.0385e+00	 9.6293e-01	 5.1904e-01	 4.9980e-03	 9	 dhiq_300K.sdf
 8.1540e-01	 1.0366e+00	 9.6466e-01	 5.5293e-01	 5.3339e-03	 10	 dhiq_300K.sdf
 5.4585e-01	 1.0586e+00	 9.4464e-01	 6.0672e-01	 5.7313e-03	 11	 dhiq_300K.sdf
 3.6593e-01	 1.0604e+00	 9.4300e-01	 7.2640e-01	 6.8500e-03	 12	 dhiq_300K.sdf
 2.4575e-01	 1.0443e+00	 9.5757e-01	 5.1619e-01	 4.9429e-03	 13	 dhiq_300K.sdf
 1.6457e-01	 1.0327e+00	 9.6835e-01	 5.2782e-01	 5.1111e-03	 14	 dhiq_300K.sdf
 1.1045e-01	 1.0260e+00	 9.7463e-01	 5.5684e-01	 5.4271e-03	 15	 dhiq_300K.sdf
 7.3862e-02	 1.0310e+00	 9.6998e-01	 5.4086e-01	 5.2462e-03	 16	 dhiq_300K.sdf
 4.9444e-02	 1.0166e+00	 9.8366e-01	 6.3589e-01	 6.2550e-03	 17	 dhiq_300K.sdf
 3.3310e-02	 1.0197e+00	 9.8063e-01	 4.8928e-01	 4.7981e-03	 18	 dhiq_300K.sdf
 2.2212e-02	 1.0145e+00	 9.8568e-01	 6.3427e-01	 6.2519e-03	 19	 dhiq_300K.sdf
 1.4869e-02	 1.0183e+00	 9.8200e-01	 5.2247e-01	 5.1307e-03	 20	 dhiq_300K.sdf
 9.9244e-03	 1.0185e+00	 9.8181e-01	 7.4809e-01	 7.3448e-03	 21	 dhiq_300K.sdf

 
